citation_id,source_paragraph,baseline_relevant,baseline_reject,baseline_paper,hyde_t07_relevant,hyde_t07_reject,hyde_t07_paper,hyde_single_relevant,hyde_single_reject,hyde_single_paper
102,"the valence class using Densenet-121 is 85.57%, while the performance of the valence class using DCERNET and softmax is 88.57%, and DCERNET and SVM is 88.10%. In addition, the valida- tion of inter-subject emotions using the 2D frame sequences resulted in 68% and 63% accuracy on valence and arousal, respectively . Non-2D research, such as the use of 3D meta-learners, yields valence and arousal performance of 69.92% and 68.89%, respectively . Research on 3D cubes with inter-subjects has been carried out with valence and arousal performances of 84% and 85% . Based on pre- vious studies, it is concluded that the highest accuracy per- formance in the valence class is 88.57% and the arousal class is 85%. Previous inter-subject research",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
103,"uses the old method, which is based on the brain area. Yin et al. conduct channel selection for inter-subject classification by developing locally-robust feature selection (LRFS) with approximately 60% accuracy performance for valence and arousal classes . Arjun et al. used the attention channel for inter-subject classification, collaborating LSTM and autoencoder, and achieved accuracy rates of 65.9% and 69.5% for valence and arousal classes, 46332 VOLUME 11, 2023 L. Farokhah et al.: Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition respectively . Yang et al. used ReliefF and random forest to select the best 10 channels and 11 channels for intra-subject and inter-subject classification, with inter-subject perfor- mance results of 81.27% and 82.36% in valence and arousal classes",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
104,"accuracy performance when using 32 channels either intra-subject or inter-subject. Second, it is desired that the research should lead to the use of minimal channels but well-performing. Third, the architecture com- plexity is seen as a trade-off with the performance measures. Therefore, the proposed research targets all these gaps and investigates inter-subject performance using minimal chan- nels and a simplified architecture, without the need for con- tinuous re-trainings. III. MATERIALS AND METHOD III. MATERIALS AND METHOD The architecture proposed in this study was validated on the DEAP, public dataset. The results of the emotional val- idation experiment using EEG are divided into two parts, namely intra-subject and inter-subject validation. The pro- posed method involves the processing of the raw data",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
105,"this study was validated on the DEAP, public dataset. The results of the emotional val- idation experiment using EEG are divided into two parts, namely intra-subject and inter-subject validation. The pro- posed method involves the processing of the raw data with fewer preprocessing steps. The Python development environ- ment has been used to downsample data to 128 Hz, remove EOG artifacts, and perform bandpass frequency filtering from 4–45 Hz. The raw EEG data is transformed into a spectrogram image using the STFT method and stored as RGB images. This is done using the MATLAB (octave and oc2py) library in Python. After the spectrogram is generated, the next step is to classify emotions using a deep learning network. The archi- tecture",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
106,"DATASET The DEAP dataset has 32 participants with a composition of 50% male and 50% female samples . The stimulus used is a video with a duration of 60 seconds. The results of the EEG recording have a duration of 63 seconds, of which 3 seconds are the baseline. One participant has 40 recordings of the EEG trials. The results of the EEG trial recordings have been mea- sured using the Self-Assessment Manikin (SAM). SAM has four emotional dimensions, namely valence, arousal, domi- nance, and liking, with ratings 0-9. For valence and arousal classes, emotion labels are divided into two categories: low and high. In this study, the low class has a rating below 4.5 and the high class is",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
107,"find the accuracy is shown in Eq. 2. Accuracy = TP + TN TP + TN + FP + FN (2) where TP, TN, FP, and FN are true positives, true negatives, false positives, and false negatives. The precision and recall are then evaluated, as shown in Eq. 3 and 4, respectively. Precision = Recall = TP TP + FP TP TP + FP (3) (4) The next evaluation is the F-score, which is a combination of accuracy between recall and precision. The F-score formula is shown in Eq. 5. F1score = 2(precision)(recall) recall + precision (5) In measuring the evaluation, eight scenarios will be used, as shown in Table 3. For inter-subject classification, it used leave one out subject",1,0,Detection of Infectious Respiratory Disease Through Sweat From Axillary Using an E-Nose With Stacked Deep Neural Network,1,0,Skeleton-Based Gait Recognition Using Modified Deep Convolutional Neural Networks and Long Short-Term Memory for Person Recognition,1,0,Skeleton-Based Gait Recognition Using Modified Deep Convolutional Neural Networks and Long Short-Term Memory for Person Recognition
108,"82.45% in the valence and arousal classes, respectively. In the ReliefF method (R-HOLO-FM), it is 83.26% and 83.85% in the valence and arousal classes. This is different when using the proposed architecture, which results in increased performance accuracy on the NCA: 10.32% and 9.85% in the valence and arousal and ReliefF method classes, respectively, with a performance increase of 7.64% and 8.85% in the valence and arousal classes. The proposed channel selection method outperforms the other selection methods in the valence and arousal classes . The input for selecting the best channel for the proposed method uses EEG data to be classified, namely spectrogram data. The accuracy and loss plot results in Table 5 are shown in Figures 6, 7,",1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition,1,0,Cross-Subject Channel Selection Using Modified Relief and Simplified CNN-Based Deep Learning for EEG-Based Emotion Recognition
109,predictions to the total test data. Models with high accuracy can predict new data correctly. Precision = TP TP + FP (5) Precision (5) is the ability to identify relevant data. High precision and accuracy can represent a better model. Recall = TP TP + FN (6) Recall (6) is the ability to find all relevant cases in a dataset. Recall can be explained by the success of the model in retrieving information. F1 − Score = 2 × Precision × Recall Precision + Recall (7) F1-Score (7) is an evaluation metric to determine the perfor- mance of the model accuracy against the dataset. F1-score is a calculation that involves a combination of precision and recall values. E. GENETIC ALGORITHM,1,0,Conflict Detection of Functional Requirements Based on Clustering and Rule-Based System,1,0,Conflict Detection of Functional Requirements Based on Clustering and Rule-Based System,1,0,Utilization of GC-MS in Determination of Electronic Nose Sensor Array for Classification of Gambung Green Tea Quality
110,"highly relevant to various incident cases, as shown in Fig 3. Not only is it highly relevant, but it is also highly prioritised evidence in diverse investigation cases. 2) Flight log messages cover events from the drone’s sensors, features, and components, making it one piece of evidence to perform analysis related to different drone software and hardware components. Therefore, analysing the log messages means analysing the whole device for various possible incident scenarios. 3) Flight log messages contain contextual information about the occurring event as a description that involves multiple parts of the drone simultaneously. For example, a certain circumstance fails a feature or an operation, as shown in message group number 4 in Table 1. TABLE 1. Groups of",1,0,Forensic Investigation of Drone Malfunctions with Transformer,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Forensic Investigation of Drone Malfunctions with Transformer
111,"To do so, several artefacts such as flight logs, images, videos, firmware logs, and controller applications can be analysed, as illustrated in Fig 1. For instance, GPS records can be utilised to reconstruct and analyse the path taken by the drone during a flight . The deviation between the empirical flight and reconstructed paths can happen if the drone encounters a GPS spoofing . Among the published drone forensics studies, popular works include case studies, evidence analysis, tools develop- ment, and forensic framework development . The widely investigated source of evidence is sensor data, such as GPS , which provides a concise diagnosis of a flight to the investigator when performing anomaly detection . In fact, a flight log not",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Forensic Investigation of Drone Malfunctions with Transformer
112,"and forensic framework development . The widely investigated source of evidence is sensor data, such as GPS , which provides a concise diagnosis of a flight to the investigator when performing anomaly detection . In fact, a flight log not only contains sensor data and component status, as illustrated in Fig 2, but also human- readable messages describing the occurring events during the operation of a drone. This file stores all information during a flight, such as flight timestamps, flight parameters, sensor data, components’ status, and flight mode. The last three columns contain human-readable messages: APP.message, APP.tip, and APP.warning, which is the source of the evidence used in this paper. Sample messages can be seen in Table 1. From the",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
113,"LLMs to detect anomalous log entries in a point-based approach . However, existing studies only detect whether an event or subsequent event is an anomaly. In a forensic setting, analysing a large number of log entries resulting from binary anomaly detection is considered inefficient and labour-intensive as the detection is performed on the acquired evidence at one time . Therefore, too many detected anomalies need to be detailed into a more fine- grained detection to help the investigator better prioritise the analysis objective. As a result, this study extends the binary anomaly detection to multi-class anomaly detection, as exemplified by another domain application such as plane flight data , image data , and internet of vehicle . As a consequence,",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
114,"Existing anomaly detection modelling techniques can be conducted either in a point, contextual, or collective setting. Point anomaly detection characterises each log entry, whether an event is an abnormality or a normal event. For instance, if a user types the wrong password when trying to gain access to an operating system prompt, the generated log message can be considered as an anomaly , , . As for contextual anomaly, the detection involves analysing some contextually related attributes to determine whether a log entry is an anomaly. As an example, the flight path taken by a drone during a flight is recorded in longitude and latitude coordinates. These data can be used to detect an anomaly by finding a peculiar value",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
115,"a log entry is an anomaly. As an example, the flight path taken by a drone during a flight is recorded in longitude and latitude coordinates. These data can be used to detect an anomaly by finding a peculiar value within the log records by contrasting the normal values to abnormal values using a certain threshold . Unique to the previous two approaches, collective anomaly establishes anomaly criteria based on a set of instances associated with each other, distinct from the overall data. Statistical anomaly detection is one of the common cases for this type of anomaly detection. Another case scenario in log-based anomaly detection is a sequence-based approach, where an abnormality is determined by analysing a group of events",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
116,"severity level can provide better detection results for the investigator to pinpoint the event of interest. Interpretability makes training and testing more transparent, the model trustworthy, and human-friendly. 2) We propose DroneSBERT,1 a domain-specific embed- ding to extract semantic features that are well-aligned to the human perception of the log message samples. Supervised contrastive learning is employed to learn distinct representations for each anomaly severity level. 3) We explore two target label representations to augment a multitask learning paradigm for training multiclass classification models. Aligning to the dataset character- istics where the log messages from different anomaly severity levels share common words and phrases, multitask learning can help the model make use of the shared low-level features in the log",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
117,"detection on the test data, which is then analysed further. In this paper, M = (cid:2)m1, m2, . . . , m|M| (cid:3) is defined as the collection of log messages in the dataset. Given a log record m = [w1, w2, . . . , wn] containing n number of words as input, with m ∈ M, BERTbase is used to tokenize and obtain the input vector representation. In the implementation, computation is undertaken using matrix multiplication. Thus, a term maximum sequence length, m, is introduced to pack the input messages that vary in length into a matrix with a consistent size throughout all the samples in the dataset. Therefore, for each single input message, the input matrix becomes",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
118,"final unnormalized logits vector using the following equation: α = zW⊤ + b, ∈ R|C| (3) where W ∈ R|C|×768, and b ∈ R|C| are the typical trainable weight and bias parameters in a linear layer. Knowing that the number of classes is more than two, the task belongs to multiclass classification. Typically, the target label is represented in a one-hot encoded vector, as depicted in Fig. 8a. Therefore, the training objective is to minimise the cross-entropy loss, which is computed using the following equation: LCE(y, ˆy) = − |C| yi · log(ˆyi) i=1 ˆy = softmax(α) (4) (5) where y and ˆy are the truth and the predicted label probability distribution respectively. The normalized logits in Eq. 5 is",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
119,"we further analyse the effect of increasing the prediction threshold upon inferring the label. As the threshold value is closer to 1, a notable decrease can be seen in Fig. 13b, starting from 0.94. Conversely, the unfiltered dataset in Fig 13a shows a negligible decrease. C. ERROR ANALYSIS C. ERROR ANALYSIS This section discusses the confusion matrix, learned rep- resentation, and the interpretability of the best-performing model on the filtered dataset. The confusion matrix in this paper is redefined to align with the anomaly severity context, where the distance between true and predicted labels matters. If the predicted label is lower than the true label, we define it False Positive (FP). Conversely, if the true label is lower than the",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
120,"align with the anomaly severity context, where the distance between true and predicted labels matters. If the predicted label is lower than the true label, we define it False Positive (FP). Conversely, if the true label is lower than the predicted label, we define it False Negative (FN). In this context, having less FP is more important than having less FN, as the task objective is anomaly severity detection, where we aim to detect all abnormalities along with the severity level. Therefore, undetected abnormalities, or detecting higher severity as lower ones, indicate that the model fails to meet the task’s objectives. Fig 14 shows the comparison of the confusion matrix between experimented scenarios and a baseline from previous work .",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
121,"model plays a significant role in performing the task is crucial to developing a high-performing model. To this end, in this paper, an ablation study is performed. First, we investigate the effect of employing multitask learning on the model’s performance. Secondly, we investigate the effect of using all zeroes for the Normal class label’s representation. Thirdly, the importance of the [CLS] token’s embedding vector and the BERT’s parameters are investigated. Lastly, we com- prehensively study the effect of the proposed DroneSBERT embedding on the model’s performance, interpretability, and learned representations. Overall, the multitask label can improve the detection performance, where the best-performing models on both datasets are achieved by the proposed Multitas-111 label. Using all zeroes to represent the Normal",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
122,"DroneSBERT embedding on the model’s performance, interpretability, and learned representations. Overall, the multitask label can improve the detection performance, where the best-performing models on both datasets are achieved by the proposed Multitas-111 label. Using all zeroes to represent the Normal class helps the model distinguish the normal and abnormal samples, improves the model’s performance (see Table 9), reduces the false positive (see Fig. 14), and learns better representation (see Fig. 15). As shown in Table 9, excluding the [CLS] token’s vector and freezing BERT’s parameter during training deteriorate the model’s performance. Therefore, including [CLS] token’s feature and tuning BERT’s parameter have a positive impact on the model’s performance. Based on these findings, embedding plays a significant role in performing the",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
123,"on critical findings. The proposed embedding, DroneSBERT, improved the trustworthiness of the model, as evidenced by the word’s importance report. Despite the promising results, the model’s generality remains untested as the training dataset contains only log messages acquired from 82 drone models, mostly from DJI. This is one of the main challenges in drone forensics research, where human-readable flight log datasets from other drone models are unavailable. In the future, we plan to explore the flight logs of other drone models to train more general anomaly detection models. As for the method, multi- objective learning that employs multiple loss functions to train an anomaly detection model will be explored. DATA AVAILABILITY The dataset used in the experiment is available upon",1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection,1,0,Severity-Oriented Multiclass Drone Flight Logs Anomaly Detection
124,"biomedical engineering, macro-scale radars on radio- astronomy, and so on , . However, in PA radars the number of detected targets is limited by the angular and range resolution. More recently, the multi-input multi-output (MIMO) radar has become an interesting research sub- ject –. Unlike the PA radar, the MIMO radar utilizes many antennas that transmit orthogonal signals to obtain the signal reﬂected from the target at the receiver, a scheme known as waveform diversity . Consequently, MIMO radars have been successfully applied for radar imaging, 11248 This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see VOLUME 8, 2020 S. Tahcfulloh, G. Hendrantoro: FPMIMO: General MIMO Structure With Overlapping Subarrays for Various Radar Applications",1,0,A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar,1,0,A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar,1,0,A Transmitter Design for the Multi-beam CC-OFDM Azimuth Scanning MIMO Radar
125,"form of array radar systems combining the PA and MIMO concepts has been presented by the authors in by the name of Full Phased MIMO (FPMIMO). The FPMIMO radar also serves as a general architecture for multi- antenna radars that employ overlapped subarrays, which also encompass the class of PMIMO radars . Generally in the FPMIMO system employing K transmit antennas arranged into M overlapped subarrays and L receive antennas with N subarrays, the Tx and Rx may cover either the whole C| K and C| L complex space, respectively, or only some subspace of them, i.e., C| M and C| N , respectively. The subarrays in Rx array are also useful to increase the coherent gain even further relative",0,1,,0,1,,0,1,
126,"works. The third section defines and explains the concepts that underpin our research. The fourth section describes the fundamentals of the proposed method. The fifth section provides the experimental results and analyses the findings. The last Section gives a conclusion and overview of future works. II. RELATED WORK II. RELATED WORK This section discusses research related to the work carried out including the process discovery method, its quality dimen- sions, and graph-based process mining. A. PROCESS DISCOVERY METHODS A. PROCESS DISCOVERY METHODS A data-driven automated method called Process Discovery can locate, map, and record the activities of current business processes. The received data is then automatically analyzed so that it can be automatically recommended in the process modeling or workflow",1,0,Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework,1,0,Identifying Non-Conforming Process in Automobile Insurance Claims Using Process Mining and COBIT 2019,1,0,Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework
127,"more reliable in detecting and handling ICR patterns. B. GRAPH-BASED PROCESS DISCOVERY PLUS B. GRAPH-BASED PROCESS DISCOVERY PLUS PLUS (GPD++) GPD++ consists of the main algorithm for detecting split and join blocks presented in Algorithm 1 and the algorithm for finding the block hierarchy and its types (XOR or AND) in Algorithm 2 and Algorithm 3. GPD++ utilizes the detected block structure to identify ICR in blocks parallel (long). As an illustration of how Algorithm 1 works in finding split-join blocks, an example of a DFG model with one split node (|T| = 1) and one join node is given in figure 4. The input for Algorithm 1 is the DFG model with split-node and join-node information. The results of",1,0,Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company Strategy,1,0,Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company Strategy,1,0,Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company Strategy
128,"Two nodes with Event label and a relationship with DFG type. D. GRAPH DATABASE D. GRAPH DATABASE Graph database models are defined as the data structure in which schema and instances are modeled as graphs and graph-oriented operations are performed on graphs. It has recently received a great deal of attention in both research and industry due to its capacity to manage vast quantities of data and networks. This paper employs Neo4j GDBMS and the graph query language Cypher to implement the graph. Figure 3 illustrates a straightforward graph model. For the cypher syntax (x:Event p_id: 102)-[r:DFG instance, {Flow:’NEXT’}]->(y) declares the variable x for nodes with the label:Event and the variable r for relations with the label:DFG. Additionally, the p_id",1,0,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Similarity Methods,1,0,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Similarity Methods,1,0,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Similarity Methods
129,"added in our recent publi- cation also yet tailored for spectrogram images. Instead of relying on resource-intensive transfer learning models, our approach optimizes model efficiency, making it more com- putationally friendly or resource-constrained applications. This contribution aims to streamline the implementation of emotion recognition systems without compromising perfor- mance. The proposed research is based on a simplified deep learn- ing architecture and channel selection approach that leads towards closer and resource-constrained real-time implemen- tation. In addition, research for cross-subject validation is more likely to be implemented widely than dependent subject validation. Cross-subject validation has a better generaliza- tion model than dependent-subject validation. This makes this research applicable across a wide range of industries where emotion recognition enables the development of",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
130,"valence and arousal around 80% . Javidan et al. validate cross-subject performance in the valence class (2 channels) utilizing the RReliefF selection strategy with input MSCE and SVR classifiers, yielding an accuracy of 67.45% . Msonda et al. reconstruct features (using 2, 3, 4, 5, 6, 7, and 8 channels) and search for the minimal errors using Adaboost, LR, Linear SVC, Polynomial SVC, and RF, with average performance results between 50 and 60%. Using locally robust feature selection (LRFS), Yin et al. execute channel selection for cross-subject classification with an estimated accuracy of 60% for valence and arousal classes . Arjun et al. employed the attention channel when combined with the LSTM and autoen- coder for cross-subject classification and obtained",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
131,"on channel selection has been presented in Table 1. Some cross-subject studies are based on 2D or 3D forms with 32 channels. Yin et al. presented a 3D cube ECLGCNN that was based on graphs and had 84% accu- racy in the valence class and 85% accuracy in the arousal class. Pandey and Seeja conducted research using CNN architecture, achieving 59% and 59% accuracy for valence and arousal, respectively . Using Inception Resnet-V2, Cimtay and Ekmekcioglu achieved a valence of 72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1.",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
132,"72.81% . Using 2D frame sequences and BiDCNN, Huang et al. achieved 68% valence accuracy and 63% arousal accu- racy . Another study used a matrix sequence-based 110138 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 1. Summary of the channel selection approaches. meta-learner with a class performance of 69.92% for valence and 68.89% for arousal . Pusarla et al. conducted three experiments simultaneously on cross-subject valida- tion . First, using a spectrogram in conjunction with the DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
133,"DenseNet-121 architecture yields performance in the 85.57% valence class. In a second experiment, they collab- orated on DCERNET architectures and Softmax to achieve a valence class performance of 88.57 percent. Thirdly, they combined DCERNET and SVM to achieve 88.10% valence class performance. Farokhah et al. integrated the development of a simplified CNN architecture, the best single collaboration for channel selection, and a spectro- gram with the greatest accuracy in the valence and arousal classes, achieving 98.3% and 96.7% accuracy with 32 chan- nels, respectively. Tang et al. used the spatial-temporal information learning network (STILN) technique, achieving valence and arousal accuracy rates of 67.52 and 68.31 per- cent, respectively. The presentation of the entire study utilizes 32 channels. Using 10 front",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
134,"Subsequently, employing a simplified deep learning architecture, we conduct a precise classification task, cate- gorizing emotional states into valence and arousal groups. For dependent subject and cross-subject performance analy- sis, the model employs two additional validation techniques, namely random split, and leave-one-out subject. The archi- tecture proposed in this research was validated using the publicly available DEAP dataset. The dependent subject and cross-subject validation portions of the emotional validation VOLUME 11, 2023 110139 TABLE 2. Recent articles on deep learning for EEG classification. L. Farokhah et al.: Cross-Subject Channel Selection TABLE 3. DEAP dataset attributes. FIGURE 1. Proposed research framework. experiment using EEG are separated into two segments. The general proposed research framework order is depicted in Fig. 1. A.",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
135,"for EEG classification. L. Farokhah et al.: Cross-Subject Channel Selection TABLE 3. DEAP dataset attributes. FIGURE 1. Proposed research framework. experiment using EEG are separated into two segments. The general proposed research framework order is depicted in Fig. 1. A. DEAP DATASET A. DEAP DATASET DEAP is an open-source database that is known to offer EEG, physiological, and audiovisual signals that can be widely used in the domain of computing and emotion recognition. Numer- ous subjects are involved in the experimentation which can aid in gathering a diverse set of information under the con- trolled environment as they experience a variety of emotional stimuli. Primarily, DEAP offers access to numerous kinds of physiological signals including EEG, ECG, GSR, and others,",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
136,"experimentation which can aid in gathering a diverse set of information under the con- trolled environment as they experience a variety of emotional stimuli. Primarily, DEAP offers access to numerous kinds of physiological signals including EEG, ECG, GSR, and others, yet in this study, EEG data available for 32 subjects has been employed. Each of the subjects has been exposed to numer- ous types of 40 video clips (1 minute each) associated with content related to different emotional states. The associated EEG responses are recorded at a high sampling rate utiliz- ing BioSemi ActiveTwo EEG instruments with 32 principal channels. The data is later passed on through pre-processing stages that involve data downsampling to 128 Hz, removal of the EOG",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
137,"while linking them to the emotional states. This can further help in capturing the subtle patterns of changes in brain activities that are largely present in high-sampled DEAP EEG data under dynamic conditions. Thus the expected outcomes from the dataset entail the successful extraction of the features related to the unique patterns of emotional responses using the Morlet transform. These features are then subject to deep learning Convolu- tional Neural Networks to analyze the classification accuracy. Thus in summary the DEAP dataset acts as an effective data 110140 VOLUME 11, 2023 L. Farokhah et al.: Cross-Subject Channel Selection TABLE 4. Parameter of scalogram. resource in the given experimentation design to analyze the performance of each of the proposed stages of",1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram,1,0,Simplified 2D CNN Architecture With Channel Selection for Emotion Recognition Using EEG Spectrogram
