No.,title_paper_sumber,page_content_sumber,title_paper_referensi,page_content_referensi,similarity,title_content,referensi_citation,Qwen2.5,Mixtral,Llama3,Dolpin,Checker A,Checker B,Checker C,Checker D,Checker E,Checker F,Checker G
11,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"assist organizations in managing and optimizing their use of information technology (IT) . landscape, effective IT In today’s rapidly evolving digital governance is essential for organizations to ensure that their IT investments align with business objectives, comply with regulations, and mitigate risks . COBIT 2019 provides a structured approach for organiza- tions to establish, implement, and maintain effective gover- nance over IT. It defines the components necessary to create and sustain a governance system, as well as guidelines for building the most suitable governance system for an enterprise . By utilizing COBIT 2019, organizations can enhance the efficiency, effectiveness, and reliability of their IT usage, while also ensuring compliance with relevant regulations, policies, and standards . One of the key",Optimizing IT Governance and Project Management in Software Development through AI Integration and C,". This integration can also enable real-time monitoring and detection of potential risks, allowing organizations to proactively address issues and ensure regulation adherence. III. METHODOLOGY III. METHODOLOGY This research uses quantitative methods to investigate the integration of AI in IT governance. It uses COBIT 2019 guidelines as an initial analysis, then extends to further analyze common factors causing delays in software development projects. The analysis identifies variables that cause problems in software development projects and then extends them with machine learning algorithms using feature engineering. This method helps understand the factors influencing project outcomes for better decision-making in IT service delivery. The proposed methodology will utilize machine learning techniques to optimize project completion time. By utilizing machine learning algorithms, the","0,9094877243",Quantitative Analysis of AI Integration in IT Governance Using Machine Learning,"This research employs quantitative methods and COBIT 2019 guidelines to investigate the integration of artificial intelligence in information technology governance, aiming to optimize project completion time through machine learning techniques (Author, Year).",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
12,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"technology, thus helping them achieve their business objectives more effectively . Several previous papers still rely on manual approaches to COBIT 2019, which have limitations in providing automated recommendations for audit activities based on company goals. Thus, this research contributes significantly by addressing this gap and overcoming the challenges associated with manual COBIT utilization. The primary objective of this paper is to develop a rec- ommendation system that aligns with the internal business process strategy governed by COBIT 2019. This system aims to help organizations manage risk, ensure compliance, and enhance performance in the context of information technology. To achieve this, the research will utilize graph algorithms to build a recommendation system based on the internal business processes outlined in",Process Mining for Evaluating Hospital Billing System Based on DSS01 Domain COBIT 2019 Framework.pdf,"process, an audit involves acquiring and objectively evaluating evidence related to allegations of economic activities and other operations. The aim is to assess the level of conformity between the reports and predefined criteria, and to communicate the results to relevant users, in this case, the organization responsible for establishing information system gover nan nance. One of the proven frameworks for information system auditing is the Control Objectives for Information and Related Technology (COBIT) 2019, which is utilized as the reference framework in this research . COBIT 2019 offers an effective methodology for evaluating the capability of information technology processes, specifically focusing on Deliver, Service and Support - Operation Management. This framework guarantees that the data (DSS01) is received, managed fully,","0,9127956629",Use of COBIT 2019 in Information System Auditing,"The research employs the Control Objectives for Information and Related Technology (COBIT) 2019 framework to assess the effectiveness of information technology processes, particularly in the areas of Deliver, Service and Support - Operation Management.",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
13,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"technology, thus helping them achieve their business objectives more effectively . Several previous papers still rely on manual approaches to COBIT 2019, which have limitations in providing automated recommendations for audit activities based on company goals. Thus, this research contributes significantly by addressing this gap and overcoming the challenges associated with manual COBIT utilization. The primary objective of this paper is to develop a rec- ommendation system that aligns with the internal business process strategy governed by COBIT 2019. This system aims to help organizations manage risk, ensure compliance, and enhance performance in the context of information technology. To achieve this, the research will utilize graph algorithms to build a recommendation system based on the internal business processes outlined in",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company ,"research introduces a novel Activity Recom- mendation System built on the COBIT 2019 framework tailored for Financial Balance Scorecard. The motivation stems from the challenges faced by auditors when identifying essential activities aligned with strategy of a company, often hindered by manual COBIT 2019 guideline navigation. To address this, a system was developed, where inputting the company strategy, triggers the display of recommended activities automatically. The methodology involved creating interconnected nodes from COBIT 2019 Element in Neo4J. This research uses a real strategy plan case study from 3 different companies as input, followed by a preprocessing step, then compares it to Enterprise Goals using TF-IDF and cosine similarity. Goals with high similarity scores trigger a graph query to reveal connected","0,919944644",Development of an Activity Recommendation System Using COBIT 2019 for Financial Balance Scorecard,"This paragraph describes the development of an activity recommendation system based on the COBIT 2019 framework, specifically designed to aid auditors in identifying strategic activities for a company's financial balance scorecard (Author, Year).",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
14,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"technology, thus helping them achieve their business objectives more effectively . Several previous papers still rely on manual approaches to COBIT 2019, which have limitations in providing automated recommendations for audit activities based on company goals. Thus, this research contributes significantly by addressing this gap and overcoming the challenges associated with manual COBIT utilization. The primary objective of this paper is to develop a rec- ommendation system that aligns with the internal business process strategy governed by COBIT 2019. This system aims to help organizations manage risk, ensure compliance, and enhance performance in the context of information technology. To achieve this, the research will utilize graph algorithms to build a recommendation system based on the internal business processes outlined in",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company ,"COBIT Core Model and Capability Scores, it is necessary to undergo a mapping process according to the instructions in the COBIT 2019 manual. This can be time-consuming, especially when auditor should auditing multiple companies simultaneously. This research aim to simplify the process to get Activities of COBIT 2019 automatically from Input Text Company Strategy that aligned with the description of related Enterprise Goals. This research adopts Neo4j, a graph database platform, to manage KG and process data related to these objectives, to gain deeper and more applicable insights into the relationships between strategic and operational objectives in a company . Furthermore, this research also involves the function of preprocessing the input text in the form of Company Strat- egy using","0,9090318084",Automated COBIT 2019 Activity Extraction Using Neo4j for Enterprise Goal Alignment,"Research aims to simplify the mapping process in COBIT Core Model and Capability Scores by automating the extraction of Activities from Company Strategy texts using Neo4j, a graph database platform, to align with enterprise goals (Author, Year).",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
15,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"technology, thus helping them achieve their business objectives more effectively . Several previous papers still rely on manual approaches to COBIT 2019, which have limitations in providing automated recommendations for audit activities based on company goals. Thus, this research contributes significantly by addressing this gap and overcoming the challenges associated with manual COBIT utilization. The primary objective of this paper is to develop a rec- ommendation system that aligns with the internal business process strategy governed by COBIT 2019. This system aims to help organizations manage risk, ensure compliance, and enhance performance in the context of information technology. To achieve this, the research will utilize graph algorithms to build a recommendation system based on the internal business processes outlined in",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company ,"IX, it can serve as an internal reference for the company to assess its capability to meet these criteria and can also serve as a reference for formulating policies to prioritize the implementation of these activities in the future. V. CONCLUSION V. CONCLUSION In conclusion, the developed Activity Recommendation System based on COBIT 2019 framework offers a practical solution to the challenges faced by auditors in identifying and aligning activities with company strategy. By leveraging NLP techniques and graph queries, the system efficiently matches user input of company strategy with relevant activities automatically, eliminating the need for manual navigation through COBIT 2019 guidelines. The effectiveness of the system was demonstrated by in- putting company strategies from three companies in different","0,9354760051",Development and Implementation of Activity Recommendation System Based on COBIT 2019 Framework Using NLP Techniques,"The authors developed an Activity Recommendation System based on the COBIT 2019 framework, which utilizes Natural Language Processing (NLP) techniques to automatically match company strategies with relevant activities, thereby enhancing auditor efficiency and strategic alignment [Author Last Name, Year].",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
16,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"technology, thus helping them achieve their business objectives more effectively . Several previous papers still rely on manual approaches to COBIT 2019, which have limitations in providing automated recommendations for audit activities based on company goals. Thus, this research contributes significantly by addressing this gap and overcoming the challenges associated with manual COBIT utilization. The primary objective of this paper is to develop a rec- ommendation system that aligns with the internal business process strategy governed by COBIT 2019. This system aims to help organizations manage risk, ensure compliance, and enhance performance in the context of information technology. To achieve this, the research will utilize graph algorithms to build a recommendation system based on the internal business processes outlined in",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company ,"the system efficiently matches user input of company strategy with relevant activities automatically, eliminating the need for manual navigation through COBIT 2019 guidelines. The effectiveness of the system was demonstrated by in- putting company strategies from three companies in different sectors. The system provided a list of recommended activities that can be undertaken to achieve strategic objectives of each companies. Moving forward, there are opportunities to enhance and refine the system to improve both the accuracy of the rec- ommendations and the user experience, ensuring its continued utility and influence in enterprise governance and audit man- agement. Future upgrades could focus on enhancing the user interface to accommodate users with less technical expertise and improving the integration of the proposed","0,933360219",Automatic Matching System for Company Strategies Based on COBIT Guidelines,"A system has been developed that automatically matches user input regarding company strategy with relevant activities based on COBIT 2019 guidelines, and its effectiveness was demonstrated through the use of strategies from three companies in different sectors (Author's paragraph).",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"is linked to the appropriate business objec- tives and control needs, thus enhancing overall governance effectiveness . One effective way to perform this mapping is by utilizing a graph database such as Neo4j . Neo4j is a graph database specifically designed to store and manage data with complex relationships . In the context of COBIT 2019, Neo4j can be utilized to build dynamic graphical representations of various COBIT elements . By using Neo4j, organizations can create dynamic and interactive graphical models to better understand and manage the complex relationships between different COBIT 2019 elements . This allows for deeper analysis, real-time monitoring, and better decision-making in IT management, ultimately aiding in the achievement of business goals . In summary, this",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company ,"COBIT Core Model and Capability Scores, it is necessary to undergo a mapping process according to the instructions in the COBIT 2019 manual. This can be time-consuming, especially when auditor should auditing multiple companies simultaneously. This research aim to simplify the process to get Activities of COBIT 2019 automatically from Input Text Company Strategy that aligned with the description of related Enterprise Goals. This research adopts Neo4j, a graph database platform, to manage KG and process data related to these objectives, to gain deeper and more applicable insights into the relationships between strategic and operational objectives in a company . Furthermore, this research also involves the function of preprocessing the input text in the form of Company Strat- egy using","0,9230154157",Automated COBIT 2019 Activity Extraction Using Neo4j for Enterprise Goal Alignment,"Research aims to simplify the mapping process in COBIT Core Model and Capability Scores by automating the extraction of Activities from Company Strategy texts using Neo4j, a graph database platform, to align with enterprise goals (Author, Year).",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
18,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"is linked to the appropriate business objec- tives and control needs, thus enhancing overall governance effectiveness . One effective way to perform this mapping is by utilizing a graph database such as Neo4j . Neo4j is a graph database specifically designed to store and manage data with complex relationships . In the context of COBIT 2019, Neo4j can be utilized to build dynamic graphical representations of various COBIT elements . By using Neo4j, organizations can create dynamic and interactive graphical models to better understand and manage the complex relationships between different COBIT 2019 elements . This allows for deeper analysis, real-time monitoring, and better decision-making in IT management, ultimately aiding in the achievement of business goals . In summary, this",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company ,"by identifying Enterprise Goals corre- lated with the Balanced Scorecard Financial. Then, Alignment Goals related to these Enterprise Goals were mapped. Subse- quently, Management Objectives from the COBIT Core Model associated with Alignment Goals were identified. Examples of these mappings are shown in TABLE I. Following this, Activ- ities and their descriptions were compiled for each Manage- ment Objective, based on COBIT guidelines, as demonstrated in TABLE II. A total of 1202 activities were found to correlate with the Balanced Scorecard Financial perspective during the mapping process. B. Create Graph Database After the completion of the Mapping process, the next step is to create nodes and their relationships using Neo4J Graph Database Tools, in order to construct a Knowledge Graph","0,9007674456",Mapping Management Objectives to Enterprise Goals Using COBIT and Balanced Scorecard,"The authors mapped management objectives from the COBIT Core Model to enterprise goals aligned with the Balanced Scorecard Financial perspective, identifying a total of 1202 activities relevant to this alignment (TABLE II).",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
19,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"tool for processing sequential data and learning long-term dependencies, making it a crucial component in many applications of artificial intelligence and machine learn- ing. Choose Suitable Enterprise Goal based on Company Goal by using Similarity LSTM-TF IDF. III. METHODOLOGY III. METHODOLOGY This section outlines the methodology for developing a recommendation system based on COBIT 2019’s internal business processes. The approach integrates data collection, preprocessing, graph database modeling with Neo4j, and rec- ommendation generation using graph algorithms and similarity methods. The complete process shown in figure 1 A. Input Dataset The input dataset comprises information from the COBIT 2019 framework, including internal business processes, control objectives, IT processes, and related elements. Additionally, company-specific goals are incorporated to ensure that the recommendations",Novel Activity Recommendation System of Financial Balance Scorecard for COBIT 2019 Based on Company ,"IX, it can serve as an internal reference for the company to assess its capability to meet these criteria and can also serve as a reference for formulating policies to prioritize the implementation of these activities in the future. V. CONCLUSION V. CONCLUSION In conclusion, the developed Activity Recommendation System based on COBIT 2019 framework offers a practical solution to the challenges faced by auditors in identifying and aligning activities with company strategy. By leveraging NLP techniques and graph queries, the system efficiently matches user input of company strategy with relevant activities automatically, eliminating the need for manual navigation through COBIT 2019 guidelines. The effectiveness of the system was demonstrated by in- putting company strategies from three companies in different","0,9120161533",Development and Implementation of Activity Recommendation System Based on COBIT 2019 Framework Using NLP Techniques,"The authors developed an Activity Recommendation System based on the COBIT 2019 framework, which utilizes Natural Language Processing (NLP) techniques to automatically match company strategies with relevant activities, thereby enhancing auditor efficiency and strategic alignment [Author Last Name, Year].",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
20,A Recommendation System for Internal Business Processes of COBIT 2019 Using Graph Algorithm and Simi,"tool for processing sequential data and learning long-term dependencies, making it a crucial component in many applications of artificial intelligence and machine learn- ing. Choose Suitable Enterprise Goal based on Company Goal by using Similarity LSTM-TF IDF. III. METHODOLOGY III. METHODOLOGY This section outlines the methodology for developing a recommendation system based on COBIT 2019’s internal business processes. The approach integrates data collection, preprocessing, graph database modeling with Neo4j, and rec- ommendation generation using graph algorithms and similarity methods. The complete process shown in figure 1 A. Input Dataset The input dataset comprises information from the COBIT 2019 framework, including internal business processes, control objectives, IT processes, and related elements. Additionally, company-specific goals are incorporated to ensure that the recommendations",Optimizing IT Governance and Project Management in Software Development through AI Integration and C,". This integration can also enable real-time monitoring and detection of potential risks, allowing organizations to proactively address issues and ensure regulation adherence. III. METHODOLOGY III. METHODOLOGY This research uses quantitative methods to investigate the integration of AI in IT governance. It uses COBIT 2019 guidelines as an initial analysis, then extends to further analyze common factors causing delays in software development projects. The analysis identifies variables that cause problems in software development projects and then extends them with machine learning algorithms using feature engineering. This method helps understand the factors influencing project outcomes for better decision-making in IT service delivery. The proposed methodology will utilize machine learning techniques to optimize project completion time. By utilizing machine learning algorithms, the","0,9046878815",Quantitative Analysis of AI Integration in IT Governance Using Machine Learning,"This research employs quantitative methods and COBIT 2019 guidelines to investigate the integration of artificial intelligence in information technology governance, aiming to optimize project completion time through machine learning techniques (Author, Year).",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
